 PARTIDO ; DEPARTAMENTO ; NIVEL ; HOJA ; CANDIDATO_1 ; INGRESOS_TOT ; INGRESOS_NET ; FIN_PUB ; FIN_INT ; CES_FON ; FIN_PRIV ; VOTOS ; BANCAS ; PERSONAS ; EMPRESAS ; ANONIMA ; CANDIDATOS ; OTROS ; EGRESOS_TOT ; EGRESOS_NET ;;
 PARTIDO NACIONAL ; MONTEVIDEO ; REPRESENTANTES ; 308 ; NO FIGURA EN LA PAGINA DE LA CORTE ELECTORAL ;                          -   ; -   ;                          -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;
 PARTIDO NACIONAL ; MONTEVIDEO ; REPRESENTANTES ; 404 ; ALVARO DELGADO ; 11.627.636 ; 11.627.636 ; 5.839.196 ; -   ; -   ; 5.788.440 ; 56.819 ; 3 ; 865.325 ; 960.000 ; -   ; 3.148.115 ; 815.000 ; 10.758.448 ; 10.758.448 ;;
 PARTIDO NACIONAL ; MONTEVIDEO ; REPRESENTANTES ; 767 ; ALFREDO OLIÚ CARBONELL ; 104.105 ; 104.105 ; 46.000 ; -   ; -   ; -   ; 572 ; -   ; -   ; -   ; -   ; -   ; -   ; 2.117.354 ; 2.117.354 ;;
 PARTIDO NACIONAL ; MONTEVIDEO ; REPRESENTANTES ; 903 ; DANIEL QUIRÓ ; 1.519.540 ; 1.519.540 ; 1.419.540 ; -   ; -   ; 100.000 ; 13.813 ; -   ; -   ; -   ; -   ; 100.000 ; -   ; 1.158.593 ; 1.158.593 ;;
 PARTIDO NACIONAL ; MONTEVIDEO ; REPRESENTANTES ; 922 ; HORACIO RIVERO ; 13.669 ; 13.669 ; 13.669 ; -   ; -   ; -   ; 133 ; -   ; -   ; -   ; -   ; -   ; -   ; 13.669 ; 13.669 ;;
 PARTIDO NACIONAL ; MONTEVIDEO ; REPRESENTANTES ; 1.889 ; MAURO GAMBETTA ALVAREZ ; 9.458 ; 9.458 ; 9.458 ; -   ; -   ; -   ; 115 ; -   ; -   ; -   ; -   ; -   ; -   ; 16.960 ; 16.960 ;;
 PARTIDO NACIONAL ; MONTEVIDEO ; REPRESENTANTES ; 2.014 ; VERONICA ALONSO ; 8.884.595 ; 8.884.595 ; 8.584.595 ; -   ; -   ; 300.000 ; 73.665 ; 4 ; -   ; -   ; -   ; 300.000 ; -   ; 8.280.825 ; 8.280.825 ;;
 PARTIDO NACIONAL ; MONTEVIDEO ; REPRESENTANTES ; 504.504 ; ALEM GARCIA ; 83.114 ; 83.114 ; 33.114 ; -   ; -   ; 50.000 ; 945 ; -   ; -   ; -   ; -   ; 50.000 ; -   ; 132.356 ; 132.356 ;;
 PARTIDO NACIONAL ; PAYSANDÚ ; REPRESENTANTES ; 33 ; JORGE GENOUD ; 120.000 ; 120.000 ; 9.500 ; -   ; -   ; 110.500 ; 317 ; -   ; -   ; -   ; -   ; 110.500 ; -   ; 120.000 ; 120.000 ;;
 PARTIDO NACIONAL ; PAYSANDÚ ; REPRESENTANTES ; 71 ; MARCELO TORTORELLA ; 433.895 ; 433.895 ; 172.694 ; -   ; -   ; 256.860 ; 2.093 ; -   ; 6.500 ; -   ; 5.000 ; 101.500 ; 143.860 ; 352.658 ; 352.658 ;;
 PARTIDO NACIONAL ; PAYSANDÚ ; REPRESENTANTES ; 72 ; RAFAEL BARTZABAL ; 206.869 ; 206.869 ;                          -   ; -   ; -   ; 206.869 ; 1.714 ; -   ; -   ; -   ; -   ; -   ; 206.869 ; 691.892 ; 691.892 ;;
 PARTIDO NACIONAL ; PAYSANDÚ ; REPRESENTANTES ; 244 ; ALVARO GERMANO ; 10.200 ; 10.200 ;                          -   ; -   ; -   ; 10.200 ; -   ; -   ; 10.200 ; -   ; -   ; -   ; -   ; 10.200 ; 10.200 ;;
 PARTIDO NACIONAL ; PAYSANDÚ ; REPRESENTANTES ; 404 ; JUAN CARLOS LÓPEZ GLUTILUN ; 561.725 ; 561.725 ; 270.000 ; -   ; -   ; 291.725 ; 2.829 ; -   ; -   ; -   ; -   ; 291.725 ; -   ; 561.725 ; 561.725 ;;
 PARTIDO NACIONAL ; PAYSANDÚ ; REPRESENTANTES ; 2.004 ; NICOLÁS JAVIER OLIVERA SEIGUERMAN ; 2.066.933 ; 2.066.933 ; 2.982.495 ; -   ; -   ; 756.460 ; 12.706 ; 1 ; -   ; -   ; -   ; 756.460 ; -   ; 1.611.859 ; 1.611.859 ;;
 PARTIDO NACIONAL ; PAYSANDÚ ; REPRESENTANTES ; 2.014 ; COSME DAVID DOTI GENTA ; 1.427.109 ; 1.427.109 ; 906.984 ; 289.000 ; -   ; 231.125 ; 8.877 ; -   ; 88.904 ; -   ; 19.721 ; 122.500 ; -   ; 1.098.243 ; 1.098.243 ;;
 PARTIDO NACIONAL ; RÍO NEGRO ; REPRESENTANTES ; 33 ; HUGO HORNOS ; 374.000 ; 374.000 ; 167.283 ; 90.000 ; -   ; 206.717 ; 1.548 ; -   ; -   ; -   ; -   ; 206.717 ; -   ; 374.000 ; 374.000 ;;
 PARTIDO NACIONAL ; RÍO NEGRO ; REPRESENTANTES ; 50 ; RUBEN DI GIOVANNI ; 483.926 ; 483.926 ; 166.750 ; -   ; -   ; 131.665 ; 2.004 ; -   ; -   ; -   ; -   ; -   ; 131.665 ; 446.524 ; 446.524 ;;
 PARTIDO NACIONAL ; RÍO NEGRO ; REPRESENTANTES ; 404 ; DANIEL MAÑANA ; 528.150 ; 528.150 ; 178.150 ; -   ; -   ; 350.000 ; 2.141 ; -   ; -   ; 100.000 ; -   ; 250.000 ; -   ; 447.442 ; 447.442 ;;
 PARTIDO NACIONAL ; RÍO NEGRO ; REPRESENTANTES ; 201.458 ; LAFLUF HEBEICH OMAR MARIA ; 1.048.733 ; 1.048.733 ; 357.550 ; -   ; -   ; 691.183 ; 7.895 ; 1 ; 617.635 ; 73.548 ; -   ; -   ; -   ; 1.048.733 ; 1.048.733 ;;
 PARTIDO NACIONAL ; RIVERA ; REPRESENTANTES ; 15 ; GERARDO AMARILLA ; 1.222.805 ; 1.222.805 ;                          -   ; 345.000 ; -   ; 609.155 ; 11.833 ; 1 ; -   ; -   ; -   ; 609.155 ; -   ; 825.053 ; 825.053 ;;
 PARTIDO NACIONAL ; RIVERA ; REPRESENTANTES ; 244 ; ALVARO GERMANO ; 10.200 ; 10.200 ;                          -   ; 10.200 ; -   ; 10.200 ; -   ; -   ; 10.200 ; -   ; -   ; -   ; -   ; 10.200 ; 10.200 ;;
 PARTIDO NACIONAL ; RIVERA ; REPRESENTANTES ; 2.014 ; LIGGIA LILIÁN PADERN VIERA ; 873.248 ; 873.248 ; 613.650 ; -   ; -   ; -   ; 6.365 ; -   ; -   ; -   ; -   ; -   ; -   ; 750.207 ; 750.207 ;;
 PARTIDO NACIONAL ; RIVERA ; REPRESENTANTES ; 15.000 ; FERNANDO ARAUJO ; 193.900 ; 193.900 ; 400.000 ; -   ; -   ; 153.900 ; 5.967 ; -   ; 153.900 ; -   ; -   ; -   ; -   ; 151.944 ; 151.944 ;;
 PARTIDO NACIONAL ; ROCHA ; REPRESENTANTES ; 71 ; JOSE CARLOS CARDOSO ; 960.000 ; 960.000 ; 720.000 ; -   ; -   ; 240.000 ; 11.373 ; 1 ; -   ; -   ; -   ; 240.000 ; -   ; 1.008.519 ; 1.008.519 ;;
 PARTIDO NACIONAL ; ROCHA ; REPRESENTANTES ; 244 ; ALVARO GERMANO ; 10.200 ; 10.200 ;                          -   ; -   ; -   ; 10.200 ; 267 ; -   ; 10.200 ; -   ; -   ; -   ; -   ; 10.200 ; 10.200 ;;
 PARTIDO NACIONAL ; ROCHA ; REPRESENTANTES ; 903 ; CARLOS DIANESSI ; 319.436 ; 319.436 ; 289.436 ; -   ; -   ; 20.000 ; 2.730 ; -   ; -   ; -   ; -   ; 20.000 ; -   ; 316.925 ; 316.925 ;;
 PARTIDO NACIONAL ; ROCHA ; REPRESENTANTES ; 2.014 ; JOSÉ LUIS MOLINA ABREU ; 491.550 ; 491.550 ; 186.550 ; 270.000 ; -   ; 35.000 ; 4.127 ; -   ; -   ; -   ; -   ; 35.000 ; -   ; 516.194 ; 516.194 ;;
 PARTIDO NACIONAL ; ROCHA ; REPRESENTANTES ; 504.504 ; WILSON RIET AMARAL ; 109.278 ; 109.278 ; 19.278 ; 90.000 ; -   ; 90.000 ; 189 ; -   ; -   ; -   ; -   ; 90.000 ; -   ; 90.000 ; 90.000 ;;
 PARTIDO NACIONAL ; SALTO ; REPRESENTANTES ; 244 ; ALVARO GERMANO ; 10.200 ; 10.200 ;                          -   ; -   ; -   ; 10.200 ; 166 ; -   ; 10.200 ; -   ; -   ; -   ; -   ; 10.200 ; 10.200 ;;
 PARTIDO NACIONAL ; SALTO ; REPRESENTANTES ; 404 ; CARLOS ALBISU ; 1.440.318 ; 1.440.318 ; 1.123.318 ; -   ; -   ; 317.000 ; 10.906 ; -   ; 202.000 ; -   ; -   ; 115.000 ; -   ; 1.440.318 ; 1.440.318 ;;
 PARTIDO NACIONAL ; SALTO ; REPRESENTANTES ; 903 ; JOSE MARIA UBICI ; 80.000 ; 80.000 ; 86.646 ; -   ; -   ; 80.000 ; 1.050 ; -   ; 48.100 ; -   ; -   ; 31.900 ; -   ; 74.328 ; 74.328 ;;
 PARTIDO NACIONAL ; SALTO ; REPRESENTANTES ; 2.014 ; RODRIGO GOÑI ; 1.684.117 ; 1.684.117 ; 755.981 ; 460.000 ; -   ; 468.136 ; 7.329 ; -   ; -   ; -   ; -   ; 468.136 ; -   ; 1.684.117 ; 1.684.117 ;;
 PARTIDO NACIONAL ; SAN JOSÉ ; REPRESENTANTES ; 72 ; MANUEL LARREA ; 275.460 ; 275.460 ; 125.460 ; -   ; -   ; 150.000 ; 1.230 ; -   ; -   ; -   ; -   ; 150.000 ; -   ; 108.397 ; 108.397 ;;
 PARTIDO NACIONAL ; SAN JOSÉ ; REPRESENTANTES ; 244 ; ALVARO GERMANO ; 10.200 ; 10.200 ;                          -   ; -   ; -   ; 10.200 ; 331 ; -   ; 10.200 ; -   ; -   ; -   ; -   ; 10.200 ; 10.200 ;;
 PARTIDO NACIONAL ; SAN JOSÉ ; REPRESENTANTES ; 404 ; RUBEN BACIGALUPE ; 1.443.170 ; 1.443.170 ; 1.411.170 ; -   ; -   ; 32.000 ; 13.835 ; 1 ; 20.000 ; -   ; -   ; 12.000 ; -   ; 825.482 ; 825.482 ;;
 PARTIDO NACIONAL ; SAN JOSÉ ; REPRESENTANTES ; 903 ; RAUL  ZORRILLA DE SAN MARTIN ; 248.525 ; 248.525 ; 56.825 ; -   ; -   ; 191.700 ; 689 ; -   ; 20.000 ; -   ; -   ; 111.700 ; 60.000 ; 191.603 ; 191.603 ;;
 PARTIDO NACIONAL ; SAN JOSÉ ; REPRESENTANTES ; 222.014 ; CARLOS DANIEL CAMY ; 1.177.835 ; 1.177.835 ; 1.092.428 ; -   ; -   ; 85.407 ; 10.932 ; -   ; -   ; -   ; -   ; 85.407 ; -   ; 1.177.835 ; 1.177.835 ;;
 PARTIDO NACIONAL ; SORIANO ; REPRESENTANTES ; 93 ; JESUS BENAVENTE ; 11.000 ; 11.000 ;                          -   ; -   ; -   ; 11.000 ; 14.987 ; -   ; 11.000 ; -   ; -   ; -   ; -   ; 11.000 ; 11.000 ;;
 PARTIDO NACIONAL ; SORIANO ; REPRESENTANTES ; 404 ; MARTIN IRISARRI  ; 566.188 ; 566.188 ; 497.188 ; -   ; -   ; 70.000 ; 883 ; -   ; -   ; -   ; 70.000 ; -   ; -   ; 593.316 ; 593.316 ;;
 PARTIDO NACIONAL ; SORIANO ; REPRESENTANTES ; 903 ; GUILLERMO BESOZZI ; 982.500 ; 982.500 ; 792.500 ; -   ; -   ; 190.000 ; 82 ; 1 ; -   ; -   ; -   ; 190.000 ; -   ; 820.329 ; 820.329 ;;
 PARTIDO NACIONAL ; SORIANO ; REPRESENTANTES ; 2.903 ; MIGUEL ANGEL RONDAN FLEITAS ; 168.401 ; 168.401 ; 72.053 ; -   ; -   ; 96.348 ; 1.298 ; -   ; -   ; -   ; -   ; 96.348 ; -   ; 168.401 ; 168.401 ;;
 PARTIDO NACIONAL ; TACUAREMBÓ ; REPRESENTANTES ; 72 ; NO FIGURA EN LA PAGINA DE LA CORTE ELECTORAL ;                          -   ; -   ;                          -   ; -   ; -   ; -   ; 806 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;
 PARTIDO NACIONAL ; TACUAREMBÓ ; REPRESENTANTES ; 244 ; ALVARO GERMANO ; 10.200 ; 10.200 ;                          -   ; -   ; -   ; 10.200 ; 1 ; -   ; 10.200 ; -   ; -   ; -   ; -   ; 10.200 ; 10.200 ;;
 PARTIDO NACIONAL ; TACUAREMBÓ ; REPRESENTANTES ; 404 ; ALFREDO DE MATTOS ; 808.700 ; 808.700 ; 808.700 ; -   ; -   ; -   ; 13.111 ; -   ; -   ; -   ; -   ; -   ; -   ; 506.946 ; 506.946 ;;
 PARTIDO NACIONAL ; TACUAREMBÓ ; REPRESENTANTES ; 1.904 ; DARÍO FERRAZ BRAGA ; 248.518 ; 224.518 ; 96.318 ; 24.000 ; 24.000 ; 106.200 ; 937 ; -   ; 35.000 ; -   ; -   ; 71.200 ; -   ; 221.882 ; 197.882 ;;
 PARTIDO NACIONAL ; TACUAREMBÓ ; REPRESENTANTES ; 5.050 ; WILSON APARICIO EZQUERRA ALONSO ; 1.598.936 ; 1.598.936 ; 1.398.936 ; -   ; -   ; 200.000 ; 13.707 ; 1 ; -   ; -   ; -   ; 200.000 ; -   ; 1.582.701 ; 1.582.701 ;;
 PARTIDO NACIONAL ; TACUAREMBÓ ; REPRESENTANTES ; 504.206 ; JORGE NESTOR SERPA PEREIRA ; 147.500 ; 147.500 ; 7.504 ; -   ; -   ; 140.000 ; 67 ; -   ; -   ; -   ; -   ; 140.000 ; -   ; 147.500 ; 147.500 ;;
 PARTIDO NACIONAL ; TREINTA Y TRES ; REPRESENTANTES ; 61 ; ANIBAL JOSE ENRIQUE BENTOS GUIMARAES ECHEVERRIA ; 186.700 ; 186.700 ; 43.500 ; 40.000 ; -   ; 103.200 ; 424 ; -   ; 59.600 ; -   ; -   ; 37.000 ; 6.600 ; 40.861 ; 40.861 ;;
 PARTIDO NACIONAL ; TREINTA Y TRES ; REPRESENTANTES ; 71 ; MARIO FABIAN SILVERA ARAUJO ; 1.053.192 ; 1.053.192 ; 835.446 ; -   ; -   ; 217.746 ; 8.462 ; -   ; -   ; -   ; -   ; 217.746 ; -   ; 1.053.192 ; 1.053.192 ;;
 PARTIDO NACIONAL ; TREINTA Y TRES ; REPRESENTANTES ; 88 ; DR. EDGARDO MIER ESTADES ; 2.259.574 ; 2.259.574 ; 704.000 ; -   ; -   ; 1.555.574 ; 8.549 ; 1 ; -   ; -   ; -   ; 1.555.574 ; -   ; 1.870.319 ; 1.870.319 ;;
 PARTIDO COLORADO ; ARTIGAS ; REPRESENTANTES ; 10 ; ANDRES RODRIGUEZ VANUFFELEN ; 120.000 ; 120.000 ; 105.000 ; -   ; -   ; 120.000 ; 985 ; -   ; -   ; -   ; -   ; 120.000 ; -   ; 120.000 ; 120.000 ;;
 PARTIDO COLORADO ; ARTIGAS ; REPRESENTANTES ; 1.530 ; CARLOS ANTONIO SIGNORELLI LARROSA ; 799.838 ; 799.838 ; 474.838 ; -   ; -   ; 325.000 ; 5.719 ; -   ; 230.000 ; -   ; 95.000 ; -   ; -   ; 795.640 ; 795.640 ;;
 PARTIDO COLORADO ; ARTIGAS ; REPRESENTANTES ; 2.215 ; RENATO SAMBUCETTI ; 539.184 ; 539.184 ; 491.620 ; -   ; -   ; 47.564 ; 2.218 ; -   ; -   ; -   ; 6.200 ; 41.364 ; -   ; 539.184 ; 539.184 ;;
 PARTIDO COLORADO ; CANELONES ; REPRESENTANTES ; 10 ; ADRIAN PEÑA ; 2.799.349 ; 2.799.349 ; 2.799.349 ; -   ; -   ; -   ; 27.096 ; 1 ; -   ; -   ; -   ; -   ; -   ; 2.799.349 ; 2.799.349 ;;
 PARTIDO COLORADO ; CANELONES ; REPRESENTANTES ; 1.015 ; DANIELA BARINDELLI ; 1.911.720 ; 1.911.720 ; 1.045.172 ; -   ; -   ; 866.548 ; 10.117 ; -   ; 342.500 ; -   ; -   ; 524.048 ; -   ; 1.733.096 ; 1.733.096 ;;
 PARTIDO COLORADO ; CERRO LARGO ; REPRESENTANTES ; 10 ; MAURICIO ALBERTO CROSA ARRARTE ; 748.246 ; 748.246 ; 294.372 ; -   ; -   ; 453.874 ; 2.886 ; -   ; 453.874 ; -   ; -   ; -   ; -   ; 748.246 ; 748.246 ;;
 PARTIDO COLORADO ; CERRO LARGO ; REPRESENTANTES ; 15 ; WALKIRIA OLANO ; 675.532 ; 675.532 ; 488.782 ; -   ; -   ; 186.750 ; 4.737 ; -   ; -   ; -   ; -   ; 186.750 ; -   ; 675.443 ; 675.443 ;;
 PARTIDO COLORADO ; COLONIA ; REPRESENTANTES ; 10 ; DANIEL BIANCHI ;                          -   ; -   ; 842.729 ; -   ; -   ; 1.491.271 ; 8.191 ; 1 ; -   ; -   ; -   ; 1.491.271 ; -   ; 2.334.000 ; 2.334.000 ;;
 PARTIDO COLORADO ; COLONIA ; REPRESENTANTES ; 15 ; FELIPE MARTÍN PÉREZ BANCHERO ; 976.031 ; 976.031 ; 440.031 ; 536.000 ; -   ; -   ; 4.277 ; -   ; -   ; -   ; -   ; -   ; -   ; 969.232 ; 969.232 ;;
 PARTIDO COLORADO ; DURAZNO ; REPRESENTANTES ; 10 ; JOSE PEDRO VARELA ; 413.406 ; 413.406 ;                          -   ; 336.000 ; -   ; 77.406 ; 3.680 ; -   ; -   ; -   ; -   ; 77.406 ; -   ; 413.406 ; 413.406 ;;
 PARTIDO COLORADO ; DURAZNO ; REPRESENTANTES ; 1.515 ; ALVARO ACUÑA DE MARCO ; 181.946 ; 181.946 ; 149.946 ; -   ; -   ; 32.000 ; 1.783 ; -   ; -   ; -   ; 2.000 ; 30.000 ; -   ; 234.500 ; 234.500 ;;
 PARTIDO COLORADO ; FLORES ; REPRESENTANTES ; 10 ; SEBASTIAN GONZALEZ ; 261.744 ; 261.744 ; 245.160 ; -   ; -   ; 16.584 ; 1.604 ; -   ; 9.584 ; -   ; -   ; 7.000 ; -   ; 261.744 ; 261.744 ;;
 PARTIDO COLORADO ; FLORES ; REPRESENTANTES ; 15 ; JAVIER BELLINI ; 176.296 ; 176.296 ; 128.296 ; -   ; -   ; 48.000 ; 1.233 ; -   ; 28.000 ; -   ; -   ; 20.000 ; -   ; 46.791 ; 46.791 ;;
 PARTIDO COLORADO ; FLORIDA ; REPRESENTANTES ; 10 ; JOSE PEDRO DELGADO HERNANDEZ ; 473.546 ; 473.546 ;                          -   ; 453.546 ; -   ; 20.000 ; 4.106 ; -   ; 20.000 ; -   ; -   ; -   ; -   ; 411.047 ; 411.047 ;;
 PARTIDO COLORADO ; FLORIDA ; REPRESENTANTES ; 22 ; JUAN JUSTO AMARO CEDRES ; 615.601 ; 615.601 ; 359.503 ; 6.000 ; -   ; 250.098 ; 3.943 ; -   ; -   ; -   ; -   ; 250.098 ; -   ; 362.074 ; 362.074 ;;
 PARTIDO COLORADO ; LAVALLEJA ; REPRESENTANTES ; 10 ; ROBERT BOUVIER ; 833.279 ; 833.279 ; 471.303 ; 361.976 ; -   ; -   ; 4.618 ; -   ; -   ; -   ; -   ; -   ; -   ; 833.279 ; 833.279 ;;
 PARTIDO COLORADO ; LAVALLEJA ; REPRESENTANTES ; 321 ; GUSTAVO RISSO SINGLAN ; 643.000 ; 643.000 ;                          -   ; -   ; -   ; 598.000 ; 3.088 ; -   ; 202.000 ; -   ; 50.000 ; 313.000 ; 33.000 ; 637.000 ; 637.000 ;;
 PARTIDO COLORADO ; MALDONADO ; REPRESENTANTES ; 10 ; GERMAN CARDOSO ; 2.151.000 ; 2.151.000 ; 1.126.000 ; -   ; -   ; 1.025.000 ; 11.036 ; 1 ; 47.000 ; -   ; 10.000 ; 370.000 ; 598.000 ; 2.049.000 ; 2.049.000 ;;
 PARTIDO COLORADO ; MALDONADO ; REPRESENTANTES ; 100 ; EDUARDO ELINGER ; 2.221.163 ; 2.221.163 ; 784.686 ; 715.740 ; -   ; 1.436.477 ; 7.693 ; -   ; 715.740 ; -   ; -   ; 700.310 ; 20.427 ; 818.565 ; 818.565 ;;
 PARTIDO COLORADO ; MONTEVIDEO ; REPRESENTANTES ; 10 ; GUILLERMO FACELLO ; 4.619.700 ; -   ; 4.619.700 ; -   ; 4.619.700 ; -   ; 66.188 ; 4 ; -   ; -   ; -   ; -   ; -   ; 4.619.700 ; -   ;;
 PARTIDO COLORADO ; MONTEVIDEO ; REPRESENTANTES ; 15 ; JOSÉ AMORIN ; 3.476.778 ; 3.476.778 ; 3.066.528 ; -   ; -   ; 410.250 ; 31.159 ; 1 ; 245.250 ; -   ; -   ; 165.000 ; -   ; 2.149.824 ; 2.149.824 ;;
 PARTIDO COLORADO ; MONTEVIDEO ; REPRESENTANTES ; 9.989 ; SHEILA DUARTE GUERRERO ; 153.522 ; 153.522 ; 53.346 ; -   ; -   ; 100.176 ; 649 ; -   ; -   ; -   ; -   ; 100.176 ; -   ; 100.176 ; 100.176 ;;
 PARTIDO COLORADO ; PAYSANDÚ ; REPRESENTANTES ; 10 ; WALTER VERRI ; 697.225 ; 697.225 ; 483.182 ; -   ; -   ; 214.043 ; 4.684 ; 1 ; 9.400 ; 860 ; -   ; 203.783 ; -   ; 669.840 ; 669.840 ;;
 PARTIDO COLORADO ; PAYSANDÚ ; REPRESENTANTES ; 70 ; DAVID HELGUERA ; 208.634 ; 208.634 ; 208.504 ; -   ; -   ; 199.176 ; 2.043 ; -   ; -   ; -   ; -   ; 199.176 ; -   ; 199.176 ; 199.176 ;;
 PARTIDO COLORADO ; PAYSANDÚ ; REPRESENTANTES ; 1.025 ; RICARDO MOLINELLI ; 243.306 ; 243.306 ; 243.306 ; -   ; -   ; -   ; 2.384 ; -   ; -   ; -   ; -   ; -   ; -   ; 200.390 ; 200.390 ;;
 PARTIDO COLORADO ; RÍO NEGRO ; REPRESENTANTES ; 10 ; DUILIO PINAZO ; 413.294 ; 413.294 ; 261.741 ; -   ; -   ; 151.553 ; 2.531 ; -   ; -   ; -   ; -   ; 151.553 ; -   ; 413.294 ; 413.294 ;;
 PARTIDO COLORADO ; RÍO NEGRO ; REPRESENTANTES ; 15 ; JUAN SERRES ; 54.279 ; 54.279 ; 54.279 ; -   ; -   ; -   ; 655 ; -   ; -   ; -   ; -   ; -   ; -   ; 41.165 ; 41.165 ;;
 PARTIDO COLORADO ; RÍO NEGRO ; REPRESENTANTES ; 1.610 ; GABRIEL GALLAND ;                          -   ; -   ;                          -   ; -   ; -   ; -   ; 2.030 ; -   ; -   ; -   ; -   ; -   ; -   ; 191.169 ; 191.169 ;;
 PARTIDO COLORADO ; RÍO NEGRO ; REPRESENTANTES ; 1.915 ; SANDRA DODERA ; 52.734 ; 52.734 ; 32.734 ; -   ; -   ; 20.000 ; 395 ; -   ; -   ; -   ; -   ; 20.000 ; -   ; 46.363 ; 46.363 ;;
 PARTIDO COLORADO ; RÍO NEGRO ; REPRESENTANTES ; 8.515 ; DANIEL PORRO PORTELA ; 12.595 ; 12.595 ; 71.765 ; -   ; -   ; 12.595 ; 866 ; -   ; -   ; -   ; 4.000 ; -   ; 8.595 ; 55.072 ; 55.072 ;;
 PARTIDO COLORADO ; RIVERA ; REPRESENTANTES ; 10 ; MAURICIO GONZALEZ LUCAS ; 979.200 ; 979.200 ; 979.200 ; -   ; -   ; -   ; 6.520 ; -   ; -   ; -   ; -   ; -   ; -   ; 345.883 ; 345.883 ;;
 PARTIDO COLORADO ; RIVERA ; REPRESENTANTES ; 2.000 ; TABARE VIERA DUARTE ; 1.314.474 ; 1.314.474 ; 1.156.474 ; -   ; -   ; 158.000 ; 14.049 ; 1 ; 158.000 ; -   ; -   ; -   ; -   ; 1.279.385 ; 1.279.385 ;;
 PARTIDO COLORADO ; ROCHA ; REPRESENTANTES ; 15 ; JAIME PIENICA  ; 267.528 ; 267.528 ; 185.337 ; -   ; -   ; 82.191 ; 1.816 ; -   ; -   ; -   ; -   ; 82.191 ; -   ; 267.528 ; 267.528 ;;
 PARTIDO COLORADO ; ROCHA ; REPRESENTANTES ; 23 ; YEANETH PUÑALES BRUM ; 414.902 ; 414.902 ; 389.902 ; -   ; -   ; 24.999 ; 3.798 ; -   ; -   ; -   ; 24.999 ; -   ; -   ; 412.500 ; 412.500 ;;
 PARTIDO COLORADO ; ROCHA ; REPRESENTANTES ; 1.022 ; ADRIAN SANCHEZ RUIZ ; 513.826 ; 513.826 ; 230.826 ; -   ; 230.826 ; 283.000 ; 2.263 ; -   ; 238.000 ; -   ; 20.000 ; 25.000 ; -   ; 281.650 ; 281.650 ;;
 PARTIDO COLORADO ; SALTO ; REPRESENTANTES ; 1 ; HUGO BARLA ; 308.000 ; 308.000 ; 189.716 ; -   ; -   ; 118.284 ; 1.845 ; -   ; -   ; -   ; -   ; 118.284 ; -   ; 308.000 ; 308.000 ;;
 PARTIDO COLORADO ; SALTO ; REPRESENTANTES ; 100 ; JOSÉ MARÍA AGUIRRE ; 583.000 ; 583.000 ; 110.000 ; -   ; -   ; 583.000 ; 1.888 ; -   ; 210.000 ; -   ; 80.000 ; 200.000 ; 93.000 ; 587.000 ; 587.000 ;;
 PARTIDO COLORADO ; SALTO ; REPRESENTANTES ; 115 ; MARIA CECILIA EGUILUZ LAXAGUE ; 1.985.213 ; 1.985.213 ; 1.665.280 ; -   ; -   ; 397.733 ; 16.737 ; 1 ; 77.800 ; -   ; 125.871 ; 77.800 ; 116.262 ; 1.920.907 ; 1.920.907 ;;
 PARTIDO COLORADO ; SAN JOSÉ ; REPRESENTANTES ; 10 ; GUSTAVO CERSOSIMO  MICHELINI ; 721.500 ; 721.500 ; 721.500 ; -   ; -   ; -   ; 5.740 ; 1 ; -   ; -   ; -   ; -   ; -   ; 566.361 ; 566.361 ;;
 PARTIDO COLORADO ; SAN JOSÉ ; REPRESENTANTES ; 10.151.515 ; FRANCISCO ZUNINO TORTEROLA ; 458.410 ; 458.410 ; 288.660 ; -   ; -   ; 169.750 ; 2.830 ; -   ; -   ; 105.750 ; 64.000 ; -   ; -   ; 470.309 ; 470.309 ;;
 PARTIDO COLORADO ; SORIANO ; REPRESENTANTES ; 15 ; FEDERICO BARBOZA ; 348.755 ; 348.755 ; 187.364 ; -   ; -   ; 161.391 ; 69 ; -   ; 161.391 ; -   ; -   ; -   ; -   ; 161.391 ; 161.391 ;;
 PARTIDO COLORADO ; SORIANO ; REPRESENTANTES ; 140 ; JOSÉ ANTONIO AMY TEJERA ; 427.142 ; 427.142 ;                          -   ; -   ; -   ; 427.142 ; 6.014 ; -   ; 427.142 ; -   ; -   ; -   ; -   ; 427.141 ; 427.141 ;;
 PARTIDO COLORADO ; TACUAREMBÓ ; REPRESENTANTES ; 15 ; WASHINGTON ANIBAL MADRID PINTOS DE ARAUJO  ; 534.176 ; 534.176 ; 304.176 ; -   ; -   ; 230.000 ; 3.698 ; -   ; -   ; -   ; 96.000 ; 134.000 ; -   ; 239.700 ; 239.700 ;;
 PARTIDO COLORADO ; TACUAREMBÓ ; REPRESENTANTES ; 2.215 ; MARTHA MONTANER ; 850.000 ; 850.000 ;                          -   ; -   ; -   ; 850.000 ; 6.389 ; 1 ; -   ; -   ; -   ; 850.000 ; -   ; 828.494 ; 828.494 ;;
