 PARTIDO ; DEPARTAMENTO ; NIVEL ; HOJA ; CANDIDATO_1 ; INGRESOS_TOT ; INGRESOS_NET ; FIN_PUB ; FIN_INT ; CES_FON ; FIN_PRIV ; VOTOS ; BANCAS ; PERSONAS ; EMPRESAS ; ANONIMA ; CANDIDATOS ; OTROS ; EGRESOS_TOT ; EGRESOS_NET ;;
 FRENTE AMPLIO ; MALDONADO ; REPRESENTANTES ; 1.642 ; EMILIA ALMEIDA ; 66.945 ; 66.945 ; 39.595 ; -   ; -   ; 27.350 ; 388 ; -   ; -   ; -   ; 27.350 ; -   ; -   ; 65.939 ; 65.939 ;;
 FRENTE AMPLIO ; MALDONADO ; REPRESENTANTES ; 1.813 ; DR. DARÍO PÉREZ ; 3.994.044 ; 3.994.044 ; 739.860 ; -   ; -   ; 2.906.184 ; 12.540 ; 1 ; -   ; 396.000 ; -   ; 1.310.184 ; 1.200.000 ; 3.338.008 ; 3.338.008 ;;
 FRENTE AMPLIO ; MALDONADO ; REPRESENTANTES ; 2.121 ; HORACIO DIAZ LOPEZ  ; 1.119.996 ; 651.958 ; 468.038 ; 201.362 ; 468.038 ; 450.596 ; 4.586 ; -   ; 162.594 ; 239.545 ; -   ; 48.457 ; -   ; 1.119.996 ; 651.958 ;;
 FRENTE AMPLIO ; MALDONADO ; REPRESENTANTES ; 3.011 ; FRANCISCO WALTER VENTURINO ; 96.298 ; 96.298 ; 20.298 ; -   ; -   ; 76.000 ; 199 ; -   ; -   ; -   ; -   ; 76.000 ; -   ; 75.399 ; 75.399 ;;
 FRENTE AMPLIO ; MALDONADO ; REPRESENTANTES ; 3.311 ; BEATRIZ JAURENA ; 91.884 ; 91.884 ; 85.844 ; -   ; -   ; 6.000 ; 842 ; -   ; -   ; -   ; 6.000 ; -   ; -   ; 90.090 ; 90.090 ;;
 FRENTE AMPLIO ; MALDONADO ; REPRESENTANTES ; 5.271 ; CÉSAR SALVADOR VIAL CLAVIJO ; 10.000 ; 10.000 ; 10.000 ; -   ; -   ; -   ; 110 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;
 FRENTE AMPLIO ; MALDONADO ; REPRESENTANTES ; 7.152 ; ROSA PIAZZOLI ; 59.134 ; 59.134 ; 22.134 ; -   ; -   ; 32.000 ; 217 ; -   ; 27.000 ; -   ; 5.000 ; -   ; -   ; 36.085 ; 36.085 ;;
 FRENTE AMPLIO ; MALDONADO ; REPRESENTANTES ; 7.373 ; SILVANA CRISTINA AMOROSO PEREIRA ; 18.404 ; -   ; 18.404 ; -   ; 18.404 ; -   ; 178 ; -   ; -   ; -   ; -   ; -   ; -   ; 18.404 ; -   ;;
 FRENTE AMPLIO ; MALDONADO ; REPRESENTANTES ; 9.393 ; FLAVIO MAFFONI ; 13.000 ; -   ; 13.000 ; -   ; 13.000 ; -   ; 131 ; -   ; -   ; -   ; -   ; -   ; -   ; 13.000 ; -   ;;
 FRENTE AMPLIO ; MALDONADO ; REPRESENTANTES ; 997.381.305 ; OSCAR DE LOS SANTOS ; 3.162.400 ; 2.789.900 ; 904.000 ; 600.000 ; 372.500 ; 1.658.400 ; 8.859 ; 1 ; -   ; 432.000 ; 57.600 ; -   ; 1.168.800 ; 3.236.943 ; 2.864.443 ;;
 FRENTE AMPLIO ; MALDONADO ; REPRESENTANTES ; 7.750.052.510 ; SERGIO DUCLOSSON ; 200.050 ; 200.050 ; 109.050 ; -   ; -   ; 90.000 ; 1.055 ; -   ; -   ; -   ; -   ; 50.000 ; 40.000 ; 215.680 ; 215.680 ;;
 FRENTE AMPLIO ; MONTEVIDEO ; REPRESENTANTES ; 90 ; GONZALO CIVILA  ; 21.171.356 ; 7.312.906 ; 13.858.450 ; 7.312.906 ; 13.858.450 ; -   ; 54.316 ; 3 ; -   ; -   ; -   ; -   ; -   ; 13.829.949 ; 7.316.478 ;;
 FRENTE AMPLIO ; MONTEVIDEO ; REPRESENTANTES ; 329 ; MACARENA GELMAN ; 3.030.538 ; 3.030.538 ; 2.189.225 ; -   ; -   ; 841.313 ; 18.648 ; 1 ; 270.740 ; -   ; 41.816 ; 528.757 ; -   ; 4.860.226 ; 4.860.226 ;;
 FRENTE AMPLIO ; MONTEVIDEO ; REPRESENTANTES ; 609 ; ALEJANDRO SANCHEZ ; 21.906.011 ; 21.906.011 ; 12.058.728 ; -   ; -   ; 9.847.283 ; 168.533 ; 9 ; -   ; -   ; -   ; -   ; 9.847.283 ; 21.906.011 ; 21.906.011 ;;
 FRENTE AMPLIO ; MONTEVIDEO ; REPRESENTANTES ; 611 ; DIEGO OLIVERA ; 820.479 ; 378.964 ; 833.048 ; 171.947 ; 441.515 ; 257.000 ; 3.265 ; -   ; -   ; -   ; 20.000 ; 227.000 ; 10.000 ; 808.947 ; 367.431 ;;
 FRENTE AMPLIO ; MONTEVIDEO ; REPRESENTANTES ; 642 ; JUAN PABLO OLIVERAS GOYENI ; 340.643 ; 200.113 ; 340.643 ; -   ; 140.530 ; -   ; 3.338 ; -   ; -   ; -   ; -   ; -   ; -   ; 167.610 ; 27.080 ;;
 FRENTE AMPLIO ; MONTEVIDEO ; REPRESENTANTES ; 711 ; FELIPE CARBALLO ; 20.000 ; 20.000 ;                          -   ; 20.000 ; -   ; -   ; 61.245 ; 3 ; -   ; -   ; -   ; -   ; -   ; 20.000 ; 20.000 ;;
 FRENTE AMPLIO ; MONTEVIDEO ; REPRESENTANTES ; 764 ; PABLO ALVAREZ ; 209.900 ; 209.900 ; 121.440 ; -   ; -   ; 88.460 ; 2.003 ; -   ; -   ; -   ; -   ; -   ; 88.460 ; 203.529 ; 203.529 ;;
 FRENTE AMPLIO ; MONTEVIDEO ; REPRESENTANTES ; 871 ; RAUL CAMPANELLA ; 56.540 ; -   ; 56.540 ; -   ; 56.540 ; -   ; 554 ; -   ; -   ; -   ; -   ; -   ; -   ; 56.540 ; -   ;;
 FRENTE AMPLIO ; MONTEVIDEO ; REPRESENTANTES ; 890 ; CARLOS GAMOU ; 694.924 ; 694.924 ; 154.924 ; -   ; -   ; 540.000 ; 128 ; -   ; -   ; -   ; -   ; 540.000 ; -   ; 815.597 ; 815.597 ;;
 FRENTE AMPLIO ; MONTEVIDEO ; REPRESENTANTES ; 906 ; ENRIQUE SARAVIA ; 2.354.706 ; 2.354.706 ; 672.255 ; -   ; -   ; 1.153.450 ; 6.507 ; -   ; 500.000 ; 373.450 ; 280.000 ; -   ; -   ; 3.065.000 ; 3.065.000 ;;
 FRENTE AMPLIO ; MONTEVIDEO ; REPRESENTANTES ; 959 ; VICTOR FERNANDEZ ; 767.018 ; 767.018 ; 489.018 ; 278.000 ; -   ; -   ; 1.272 ; -   ; -   ; -   ; -   ; -   ; -   ; 740.018 ; 740.018 ;;
 FRENTE AMPLIO ; MONTEVIDEO ; REPRESENTANTES ; 1.001 ; OSCAR ANDRADE ; 2.733.120 ; -   ; 2.733.120 ; -   ; 2.733.120 ; -   ; 26.484 ; 1 ; -   ; -   ; -   ; -   ; -   ; 2.733.120 ; -   ;;
 FRENTE AMPLIO ; MONTEVIDEO ; REPRESENTANTES ; 1.303 ; GONZALO REBOLEDO ; 432.772 ; 432.772 ; 253.572 ; -   ; -   ; 179.200 ; 2.576 ; -   ; -   ; -   ; -   ; 40.000 ; 139.200 ; 391.581 ; 391.581 ;;
 FRENTE AMPLIO ; MONTEVIDEO ; REPRESENTANTES ; 1.419 ; JUAN BERNARDO TRECCA TRAPANI ; 319.543 ; 27.994 ; 550.092 ; -   ; 291.549 ; 61.000 ; 2.156 ; -   ; -   ; -   ; 36.000 ; 20.000 ; 5.000 ; 59 ; (291.490);;
 FRENTE AMPLIO ; MONTEVIDEO ; REPRESENTANTES ; 1.642 ; CHRISTIAN DI CANDIA ; 459.505 ; 459.505 ; 375.952 ; -   ; -   ; 83.553 ; 3.684 ; -   ; -   ; -   ; 50.853 ; 20.000 ; 12.700 ; 615.212 ; 615.212 ;;
 FRENTE AMPLIO ; MONTEVIDEO ; REPRESENTANTES ; 1.968 ; PABLO DANIEL CABRERA STALLATELLI ; 400.915 ; 133.232 ; 400.915 ; -   ; 267.683 ; -   ; 1.834 ; -   ; -   ; -   ; -   ; -   ; -   ; 433.760 ; 166.077 ;;
 FRENTE AMPLIO ; MONTEVIDEO ; REPRESENTANTES ; 2.121 ; CARLOS RICARDO VARELA NESTIER ; 14.104.283 ; 11.835.362 ; 5.500.414 ; 5.115.149 ; 2.268.921 ; 3.488.720 ; 53.895 ; 3 ; 333.460 ; 2.186.368 ; 72.000 ; 896.892 ; -   ; 14.104.283 ; 11.835.362 ;;
 FRENTE AMPLIO ; MONTEVIDEO ; REPRESENTANTES ; 3.041 ; CARLOS ALBERTO RODRIGUEZ ; 162.394 ; 106.140 ; 106.140 ; -   ; 56.254 ; -   ; 433 ; -   ; -   ; -   ; -   ; -   ; -   ; 70.367 ; 14.113 ;;
 FRENTE AMPLIO ; MONTEVIDEO ; REPRESENTANTES ; 3.311 ; LUIS PUIG ; 2.133.355 ; 503.255 ; 2.133.355 ; -   ; 1.630.101 ; -   ; 20.905 ; 1 ; -   ; -   ; -   ; -   ; -   ; 2.131.391 ; 501.290 ;;
 FRENTE AMPLIO ; MONTEVIDEO ; REPRESENTANTES ; 6.009 ; VICTOR SEMPRONI ; 6.914.130 ; 6.914.130 ; 5.867.964 ; 248.761 ; -   ; 760.318 ; 17.145 ; 1 ; -   ; 69.499 ; -   ; 690.819 ; -   ; 981.018 ; 981.018 ;;
 FRENTE AMPLIO ; MONTEVIDEO ; REPRESENTANTES ; 7.152 ; JORGE MACIAS ; 38.677 ; 22.711 ; 38.677 ; -   ; 15.966 ; -   ; 379 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; (15.966);;
 FRENTE AMPLIO ; MONTEVIDEO ; REPRESENTANTES ; 7.373 ; ANGEL ANTRONIO SÁNCHEZ SILVA ; 347.678 ; -   ; 347.678 ; -   ; 347.678 ; -   ; 3.369 ; -   ; -   ; -   ; -   ; -   ; -   ; 347.678 ; -   ;;
 FRENTE AMPLIO ; MONTEVIDEO ; REPRESENTANTES ; 9.393 ; ALBERTO GARATEGUY ; 82.000 ; -   ; 82.000 ; -   ; 82.000 ; -   ; 821 ; -   ; -   ; -   ; -   ; -   ; -   ; 82.000 ; -   ;;
 FRENTE AMPLIO ; MONTEVIDEO ; REPRESENTANTES ; 99.738 ; FERNANDO LORENZO ; 7.273.600 ; 4.518.713 ; 2.098.000 ; -   ; 2.754.887 ; 5.175.600 ; 20.562 ; 1 ; 3.027.600 ; 1.728.000 ; -   ; 420.000 ; -   ; 12.325.863 ; 9.570.976 ;;
 FRENTE AMPLIO ; MONTEVIDEO ; REPRESENTANTES ; 181.563 ; ALEJANDRO OSTRIA ; 177.810 ; -   ; 177.810 ; -   ; 177.810 ; -   ; 1.723 ; -   ; -   ; -   ; -   ; -   ; -   ; 177.810 ; -   ;;
 FRENTE AMPLIO ; MONTEVIDEO ; REPRESENTANTES ; 775.005 ; JOSÉ BAYARDI ; 1.290.500 ; 1.290.500 ; 1.289.500 ; -   ; -   ; -   ; 12.496 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.424.000 ; 1.424.000 ;;
 FRENTE AMPLIO ; MONTEVIDEO ; REPRESENTANTES ; 1.813.800 ; JOSÉ ANTONIO MALDONADO ; 615.751 ; 615.751 ; 133.576 ; 460.000 ; -   ; 22.175 ; 2.264 ; -   ; 400 ; -   ; -   ; 21.775 ; -   ; 576.873 ; 576.873 ;;
 FRENTE AMPLIO ; PAYSANDÚ ; REPRESENTANTES ; 90 ; JULIO MIGUEL PINTOS ; 1.955.063 ; 769.595 ; 1.157.592 ; 780.599 ; 1.185.467 ; 16.871 ; 4.537 ; -   ; -   ; -   ; 16.871 ; -   ; -   ; 1.547.611 ; 1.003.542 ;;
 FRENTE AMPLIO ; PAYSANDÚ ; REPRESENTANTES ; 609 ; CECILIA BOTTINO ; 2.035.122 ; 2.035.122 ; 1.985.122 ; -   ; -   ; -   ; 15.786 ; 1 ; -   ; -   ; -   ; -   ; -   ; 2.035.122 ; 2.035.122 ;;
 FRENTE AMPLIO ; PAYSANDÚ ; REPRESENTANTES ; 800 ; ANDRÉS ANDRADA ; 86.357 ; 86.357 ; 59.857 ; -   ; -   ; 16.500 ; 580 ; -   ; -   ; -   ; -   ; 16.500 ; -   ; 86.172 ; 86.172 ;;
 FRENTE AMPLIO ; PAYSANDÚ ; REPRESENTANTES ; 871 ; MARCELO FAGUNDEZ ; 37.353 ; -   ; 37.353 ; -   ; 37.353 ; -   ; 366 ; -   ; -   ; -   ; -   ; -   ; -   ; 37.353 ; -   ;;
 FRENTE AMPLIO ; PAYSANDÚ ; REPRESENTANTES ; 921 ; MARIO SAN JUAN ; 144.632 ; 144.632 ; 28.632 ; 30.000 ; -   ; -   ; 478 ; -   ; -   ; -   ; -   ; -   ; -   ; 54.100 ; 54.100 ;;
 FRENTE AMPLIO ; PAYSANDÚ ; REPRESENTANTES ; 1.642 ; IGNACIO ERBAGGI ; 27.758 ; 27.758 ; 27.758 ; -   ; -   ; -   ; 272 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;
 FRENTE AMPLIO ; PAYSANDÚ ; REPRESENTANTES ; 1.813 ; JUAN RAMON BENITEZ ; 90.150 ; 90.150 ;                          -   ; 90.150 ; -   ; -   ; 439 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;
 FRENTE AMPLIO ; PAYSANDÚ ; REPRESENTANTES ; 1.968 ; PABLO DANIEL CABRERA STELLATELLI ; 23.691 ; 8.819 ; 23.691 ; -   ; 14.871 ; -   ; 118 ; -   ; -   ; -   ; -   ; -   ; -   ; 21.138 ; 6.267 ;;
 FRENTE AMPLIO ; PAYSANDÚ ; REPRESENTANTES ; 2.121 ; MARCO ANTONIO GARCIA ARTOLA ; 1.464.154 ; 694.736 ; 764.619 ; 689.375 ; 769.418 ; 10.160 ; 7.492 ; -   ; 4.800 ; -   ; 260 ; -   ; 5.100 ; 1.442.000 ; 672.582 ;;
 FRENTE AMPLIO ; PAYSANDÚ ; REPRESENTANTES ; 3.311 ; MARIO ALBERTO DÍAZ DE LEÓN ; 171.138 ; 100.536 ; 171.138 ; -   ; 70.602 ; -   ; 1.677 ; -   ; -   ; -   ; -   ; -   ; -   ; 160.602 ; 90.000 ;;
 FRENTE AMPLIO ; PAYSANDÚ ; REPRESENTANTES ; 474.959 ; SAUL VILLAGRAN ; 143.000 ; 143.000 ; 84.000 ; 59.000 ; -   ; -   ; 663 ; -   ; -   ; -   ; -   ; -   ; -   ; 49.000 ; 49.000 ;;
 FRENTE AMPLIO ; PAYSANDÚ ; REPRESENTANTES ; 711.100.177 ; PATRICIA VOLPE ; 20.000 ; 20.000 ; 307.000 ; 20.000 ; -   ; -   ; 7.999 ; -   ; -   ; -   ; -   ; -   ; -   ; 20.000 ; 20.000 ;;
 FRENTE AMPLIO ; RÍO NEGRO ; REPRESENTANTES ; 90 ; MARILYN MAZANTTI  ; 678.905 ; 510.780 ; 357.713 ; 267.280 ; 168.125 ; 53.912 ; 1.402 ; -   ; -   ; -   ; 53.912 ; -   ; -   ; 527.182 ; 359.057 ;;
 FRENTE AMPLIO ; RÍO NEGRO ; REPRESENTANTES ; 609 ; GRACIELA CACERES ; 522.332 ; 522.332 ; 522.332 ; -   ; -   ; -   ; 3.456 ; -   ; -   ; -   ; -   ; -   ; -   ; 522.332 ; 522.332 ;;
 FRENTE AMPLIO ; RÍO NEGRO ; REPRESENTANTES ; 871 ; RAUL CAMPANELLA ; 7.756 ; -   ; 7.756 ; -   ; 7.756 ; -   ; 76 ; -   ; -   ; -   ; -   ; -   ; -   ; 7.756 ; -   ;;
 FRENTE AMPLIO ; RÍO NEGRO ; REPRESENTANTES ; 959 ; HECTOR VIERA ; 74.054 ; 74.054 ; 18.704 ; 47.650 ; -   ; 7.700 ; 180 ; -   ; -   ; -   ; -   ; 7.700 ; -   ; 74.000 ; 74.000 ;;
 FRENTE AMPLIO ; RÍO NEGRO ; REPRESENTANTES ; 1.813 ; LUIS DA COSTA ; 185.450 ; 185.450 ; 67.101 ; 15.000 ; -   ; 103.349 ; 586 ; -   ; -   ; -   ; -   ; 103.349 ; -   ; 181.843 ; 181.843 ;;
 FRENTE AMPLIO ; RÍO NEGRO ; REPRESENTANTES ; 1.968 ; PABLO DANIEL CABRERA STELLATELLI ; 18.048 ; 6.151 ; 18.048 ; -   ; 11.897 ; -   ; 75 ; -   ; -   ; -   ; -   ; -   ; -   ; 16.820 ; 4.923 ;;
 FRENTE AMPLIO ; RÍO NEGRO ; REPRESENTANTES ; 3.311 ; PABLO ENRIQUE CENTURIÓN ; 35.513 ; 20.862 ; 35.513 ; -   ; 14.651 ; -   ; 348 ; -   ; -   ; -   ; -   ; -   ; -   ; 37.211 ; 22.560 ;;
 FRENTE AMPLIO ; RÍO NEGRO ; REPRESENTANTES ; 5.271 ; JUAN SARDELA VIZOSA ; 10.000 ; 10.000 ; 10.000 ; -   ; -   ; -   ; 214 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;
 FRENTE AMPLIO ; RÍO NEGRO ; REPRESENTANTES ; 212.199.738 ; CONSTANTE MENDIONDO ; 727.100 ; 462.100 ; 643.000 ; 84.100 ; 265.000 ; -   ; 6.300 ; 1 ; -   ; -   ; -   ; -   ; -   ; 637.726 ; 372.726 ;;
 FRENTE AMPLIO ; RÍO NEGRO ; REPRESENTANTES ; 711.771.001 ; ALVARO DEBALI ; 467.140 ; 467.140 ; 466.140 ; -   ; -   ; -   ; 4.486 ; -   ; -   ; -   ; -   ; -   ; -   ; 465.000 ; 465.000 ;;
 FRENTE AMPLIO ; RIVERA ; REPRESENTANTES ; 33 ; HEBER DA SILVA FERRAO ; 338.921 ; 338.921 ; 178.921 ; 80.000 ; -   ; 80.000 ; 2.987 ; -   ; -   ; -   ; -   ; 80.000 ; -   ; 317.966 ; 317.966 ;;
 FRENTE AMPLIO ; RIVERA ; REPRESENTANTES ; 738 ; NESTOR LÓPEZ AREZO ; 576.000 ; 368.000 ; 504.000 ; 72.000 ; 208.000 ; -   ; 4.941 ; -   ; -   ; -   ; -   ; -   ; -   ; 577.476 ; 369.476 ;;
 FRENTE AMPLIO ; RIVERA ; REPRESENTANTES ; 871 ; RAUL CAMPANELLA ; 23.984 ; -   ; 23.984 ; -   ; 23.984 ; -   ; 235 ; -   ; -   ; -   ; -   ; -   ; -   ; 23.984 ; -   ;;
 FRENTE AMPLIO ; RIVERA ; REPRESENTANTES ; 959 ; RUBENSON SILVA ; 257.754 ; 257.754 ; 257.754 ; -   ; -   ; -   ; 3.115 ; -   ; -   ; -   ; -   ; -   ; -   ; 57.464 ; 57.464 ;;
 FRENTE AMPLIO ; RIVERA ; REPRESENTANTES ; 3.311 ; RICARDO GIORELLO ; 63.432 ; 39.439 ; 43.432 ; 20.000 ; 23.993 ; 6.784 ; 532 ; -   ; -   ; -   ; -   ; 6.784 ; -   ; 70.216 ; 46.223 ;;
 FRENTE AMPLIO ; RIVERA ; REPRESENTANTES ; 90.609 ; FABIAN FONTOURA ; 2.460.003 ; 468.852 ; 1.991.151 ; 468.852 ; 1.991.151 ; -   ; 7.804 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.404.692 ; 468.852 ;;
 FRENTE AMPLIO ; RIVERA ; REPRESENTANTES ; 711.100.177 ; SAUL ARISTIMUÑO ; 692.881 ; 20.000 ; 652.881 ; 40.000 ; 672.881 ; -   ; 8.001 ; 1 ; -   ; -   ; -   ; -   ; -   ; 692.881 ; 20.000 ;;
 FRENTE AMPLIO ; ROCHA ; REPRESENTANTES ; 7 ; MILTON IBARRA ; 20.000 ; 20.000 ;                          -   ; 20.000 ; -   ; -   ; 3.790 ; -   ; -   ; -   ; -   ; -   ; -   ; 20.000 ; 20.000 ;;
 FRENTE AMPLIO ; ROCHA ; REPRESENTANTES ; 764 ; OTILIA RODRIGUEZ ; 19.014 ; 19.014 ; 9.014 ; -   ; -   ; 10.000 ; 148 ; -   ; -   ; -   ; -   ; -   ; 10.000 ; 17.800 ; 17.800 ;;
 FRENTE AMPLIO ; ROCHA ; REPRESENTANTES ; 800 ; NO FIGURA EN LA PAGINA DE LA CORTE ELECTORAL ;                          -   ; -   ;                          -   ; -   ; -   ; -   ; 609 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;
 FRENTE AMPLIO ; ROCHA ; REPRESENTANTES ; 959 ; DIANA VIDAL ; 47.488 ; 47.488 ; 12.788 ; 34.700 ; -   ; -   ; 312 ; -   ; -   ; -   ; -   ; -   ; -   ; 20.000 ; 20.000 ;;
 FRENTE AMPLIO ; ROCHA ; REPRESENTANTES ; 1.813 ; JOSE LUIS GAMON ; 167.364 ; 167.364 ; 67.088 ; 98.000 ; -   ; 2.276 ; 1.120 ; -   ; -   ; -   ; -   ; 2.276 ; -   ; 160.276 ; 160.276 ;;
 FRENTE AMPLIO ; ROCHA ; REPRESENTANTES ; 1.881 ; CARLOS SÁNCHEZ ; 5.000 ; 5.000 ; 5.000 ; -   ; -   ; -   ; 70 ; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; 3.500 ;;
 FRENTE AMPLIO ; ROCHA ; REPRESENTANTES ; 1.968 ; PABLO DANIEL CABRERA STELLATELLI ; 21.139 ; 6.268 ; 21.139 ; -   ; 14.871 ; -   ; 89 ; -   ; -   ; -   ; -   ; -   ; -   ; 21.025 ; 6.153 ;;
 FRENTE AMPLIO ; ROCHA ; REPRESENTANTES ; 2.121 ; PABLO ARTIGAS BARRIOS LASSO ; 957.283 ; 427.501 ; 529.783 ; 427.500 ; 529.782 ; -   ; 5.191 ; -   ; -   ; -   ; -   ; -   ; -   ; 960.756 ; 430.974 ;;
 FRENTE AMPLIO ; ROCHA ; REPRESENTANTES ; 3.311 ; ALDA PÉREZ ; 120.317 ; 67.144 ; 120.317 ; -   ; 53.173 ; -   ; 1.179 ; -   ; -   ; -   ; -   ; -   ; -   ; 109.988 ; 56.815 ;;
 FRENTE AMPLIO ; ROCHA ; REPRESENTANTES ; 7.373 ; JUAN CARLOS  COLA ABARNO ; 57.638 ; -   ; 57.638 ; -   ; 57.638 ; -   ; 556 ; -   ; -   ; -   ; -   ; -   ; -   ; 57.638 ; -   ;;
 FRENTE AMPLIO ; ROCHA ; REPRESENTANTES ; 90.609 ; HECTOR ANIBAL PEREIRA ; 3.450.199 ; 904.874 ; 2.545.326 ; 859.873 ; 2.545.325 ; 45.000 ; 9.976 ; 1 ; -   ; -   ; 45.000 ; -   ; -   ; 2.246.048 ; 1.049.746 ;;
 FRENTE AMPLIO ; SALTO ; REPRESENTANTES ; 90 ; JUAN JOSÉ LEAL ; 1.591.538 ; 1.194.729 ; 844.274 ; 596.368 ; 396.809 ; 150.896 ; 3.309 ; -   ; -   ; -   ; 6.500 ; 41.500 ; 102.896 ; 1.214.856 ; 818.047 ;;
 FRENTE AMPLIO ; SALTO ; REPRESENTANTES ; 609 ; MANUELA MUTTI ; 1.304.435 ; 1.304.435 ; 1.304.435 ; -   ; -   ; -   ; 9.859 ; 1 ; -   ; -   ; -   ; -   ; -   ; 1.304.435 ; 1.304.435 ;;
 FRENTE AMPLIO ; SALTO ; REPRESENTANTES ; 871 ; MARIANA CENTRON ; 39.394 ; -   ; 39.394 ; -   ; 39.394 ; -   ; 386 ; -   ; -   ; -   ; -   ; -   ; -   ; 39.394 ; -   ;;
 FRENTE AMPLIO ; SALTO ; REPRESENTANTES ; 959 ; JUAN LAGAXIO ; 75.026 ; 75.026 ; 75.026 ; -   ; -   ; -   ; 911 ; -   ; -   ; -   ; -   ; -   ; -   ; 35.513 ; 35.513 ;;
 FRENTE AMPLIO ; SALTO ; REPRESENTANTES ; 1.001 ; REGINO LOPEZ ; 234.610 ; -   ; 234.610 ; -   ; 234.610 ; -   ; 2.279 ; -   ; -   ; -   ; -   ; -   ; -   ; 234.610 ; -   ;;
 FRENTE AMPLIO ; SALTO ; REPRESENTANTES ; 1.642 ; FEDERICO PREVE COCCO ; 46.535 ; 46.535 ; 46.535 ; -   ; -   ; -   ; 456 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;
 FRENTE AMPLIO ; SALTO ; REPRESENTANTES ; 3.311 ; EDUARDO DANIEL CATTANI ; 121.514 ; 76.046 ; 110.214 ; -   ; 45.468 ; 11.300 ; 1.080 ; -   ; -   ; -   ; -   ; 7.000 ; 4.300 ; 115.572 ; 70.104 ;;
 FRENTE AMPLIO ; SALTO ; REPRESENTANTES ; 7.373 ; JOSE MIGUEL RODRIGUEZ IGARI ; 16.574 ; -   ; 16.574 ; -   ; 16.574 ; -   ; 161 ; -   ; -   ; -   ; -   ; -   ; -   ; 16.574 ; -   ;;
 FRENTE AMPLIO ; SALTO ; REPRESENTANTES ; 21.938 ; SOLEDAD MARAZZANO ; 1.160.800 ; 840.600 ; 776.800 ; 384.000 ; 320.200 ; -   ; 7.634 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.177.776 ; 857.576 ;;
 FRENTE AMPLIO ; SALTO ; REPRESENTANTES ; 775.005 ; MARIO DE LOS SANTOS ; 114.200 ; 114.200 ; 113.200 ; -   ; -   ; -   ; 1.100 ; -   ; -   ; -   ; -   ; -   ; -   ; 122.573 ; 122.573 ;;
 FRENTE AMPLIO ; SALTO ; REPRESENTANTES ; 888.711 ; ANDRES LIMA ; 20.000 ; 20.000 ;                          -   ; 20.000 ; -   ; -   ; 16.486 ; 1 ; -   ; -   ; -   ; -   ; -   ; 20.000 ; 20.000 ;;
 FRENTE AMPLIO ; SALTO ; REPRESENTANTES ; 1.813.800 ; WILSON SENA ; 148.284 ; 148.284 ; 81.284 ; 20.000 ; -   ; 47.000 ; 1.357 ; -   ; -   ; -   ; -   ; 47.000 ; -   ; 79.994 ; 79.994 ;;
 FRENTE AMPLIO ; SAN JOSÉ ; REPRESENTANTES ; 17 ; JORGE W GARCIA  ; 274.700 ; 274.700 ; 160.000 ; -   ; -   ; 114.700 ; 1.570 ; -   ; -   ; -   ; -   ; 114.700 ; -   ; 94.673 ; 94.673 ;;
 FRENTE AMPLIO ; SAN JOSÉ ; REPRESENTANTES ; 90 ; JAVIER GUTIERREZ ; 1.591.538 ; 602.852 ; 988.686 ; 610.791 ; 988.686 ; 30.643 ; 3.875 ; -   ; -   ; -   ; -   ; -   ; 30.643 ; 1.145.344 ; 680.662 ;;
 FRENTE AMPLIO ; SAN JOSÉ ; REPRESENTANTES ; 347 ; RUBEN HERNANDORENA ; 92.928 ; 92.928 ; 18.928 ; 34.000 ; -   ; 40.000 ; 316 ; -   ; -   ; -   ; -   ; 40.000 ; -   ; 93.364 ; 93.364 ;;
 FRENTE AMPLIO ; SAN JOSÉ ; REPRESENTANTES ; 711 ; FABIO REYES ; 460.852 ; 40.000 ; 420.852 ; 40.000 ; 420.852 ; -   ; 4.198 ; -   ; -   ; -   ; -   ; -   ; -   ; 440.852 ; 20.000 ;;
 FRENTE AMPLIO ; SAN JOSÉ ; REPRESENTANTES ; 871 ; LEONEL MOLINELLI ; 9.083 ; -   ; 9.083 ; -   ; 9.083 ; -   ; 89 ; -   ; -   ; -   ; -   ; -   ; -   ; 9.083 ; -   ;;
 FRENTE AMPLIO ; SAN JOSÉ ; REPRESENTANTES ; 959 ; ARMANDO CÉSPEDES ; 39.777 ; 39.777 ; 10.077 ; 29.700 ; -   ; -   ; 258 ; -   ; -   ; -   ; -   ; -   ; -   ; 8.000 ; 8.000 ;;
