PARTIDO;DEPARTAMENTO;NIVEL;HOJA;CANDIDATO_1;INGRESOS_TOT;INGRESOS_NET;FIN_PUB;FIN_INT;CES_FON;FIN_PRIV;VOTOS;BANCAS;PERSONAS;EMPRESAS;ANONIMA;CANDIDATOS;OTROS;EGRESOS_TOT;EGRESOS_NET
ASAMBLEA POPULAR;MALDONADO;REPRESENTANTES;326;CARLOS PEREZ MEDINA;41891;20366;41891;0;21525;0;398;0;0;0;0;0;0;33513;11988
ASAMBLEA POPULAR;MALDONADO;REPRESENTANTES;960;CARLOS LAINO ;18840;18840;16840;0;0;2000;160;0;0;0;2000;0;0;6661;6661
ASAMBLEA POPULAR;MALDONADO;REPRESENTANTES;1969;RITA LORENA CASCO CABALLERO;16525;16525;16525;0;0;0;157;0;0;0;0;0;0;1800;1800
ASAMBLEA POPULAR;MALDONADO;REPRESENTANTES;3060;ENRIQUE OLIVERA;10420;10420;10420;0;0;0;99;0;0;0;0;0;0;684;684
ASAMBLEA POPULAR;MALDONADO;REPRESENTANTES;13013;GERARDO RAÚL CEDRES PEÑA;13703;13703;13703;0;0;0;112;0;0;0;0;0;0;3000;3000
ASAMBLEA POPULAR;MONTEVIDEO;REPRESENTANTES;326;RUBIO VICO, EDUARDO;2387032;1582232;1545965;791067;804800;0;6798;1;0;0;0;0;0;911762;106962
ASAMBLEA POPULAR;MONTEVIDEO;REPRESENTANTES;960;RICARDO COHEN;248010;248010;237010;0;0;11000;2237;0;0;0;3000;0;8000;33642;33642
ASAMBLEA POPULAR;MONTEVIDEO;REPRESENTANTES;1969;WALTER DANIEL ROCCA CARLINI;217089;217089;0;0;0;0;2049;0;0;0;0;0;0;12200;12200
ASAMBLEA POPULAR;MONTEVIDEO;REPRESENTANTES;3060;HECTOR MORALES;153621;153621;153621;0;0;0;1450;0;0;0;0;0;0;17449;17449
ASAMBLEA POPULAR;MONTEVIDEO;REPRESENTANTES;13013;EDUARDO GASTÓN HERNÁNDEZ PÉREZ;91538;91538;91538;0;0;0;864;0;0;0;0;0;0;17300;17300
ASAMBLEA POPULAR;MONTEVIDEO;REPRESENTANTES;101114;LUIS EDUARDO RIVAS MARTÍNEZ;23647;0;23647;0;23647;0;279;0;0;0;0;0;0;23646,86;0
ASAMBLEA POPULAR;PAYSANDÚ;REPRESENTANTES;326;GARCIA VILLAVICENCIO, RICARDO;36577;14081;36577;0;22496;0;348;0;0;0;0;0;0;29262;6766
ASAMBLEA POPULAR;PAYSANDÚ;REPRESENTANTES;960;RICARDO COHEN;10931;10931;10931;0;0;0;104;0;0;0;0;0;0;1053;1053
ASAMBLEA POPULAR;PAYSANDÚ;REPRESENTANTES;1969;SANTIAGO NELSON ROCCA CARLINI;12403;12403;12403;0;0;0;118;0;0;0;0;0;0;1800;1800
ASAMBLEA POPULAR;PAYSANDÚ;REPRESENTANTES;3060;HECTOR MORALES;5255;5255;5255;0;0;0;50;0;0;0;0;0;0;684;684
ASAMBLEA POPULAR;PAYSANDÚ;REPRESENTANTES;13013;HORACIO ZEFFERINO DE LA FUENTE;5150;5150;5150;0;0;0;49;0;0;0;0;0;0;2000;2000
ASAMBLEA POPULAR;RÍO NEGRO;REPRESENTANTES;326;VILLALBA MENENDEZ, DELIA;27046;5410;27046;0;21636;0;108;0;0;0;0;0;0;24939;3303
ASAMBLEA POPULAR;RÍO NEGRO;REPRESENTANTES;960;RICARDO COHEN;5160;5160;5160;0;0;0;49;0;0;0;0;0;0;527;527
ASAMBLEA POPULAR;RÍO NEGRO;REPRESENTANTES;1969;RITA LORENA CASCO CABALLERO;3267;3267;3267;0;0;0;31;0;0;0;0;0;0;1300;1300
ASAMBLEA POPULAR;RÍO NEGRO;REPRESENTANTES;3060;HECTOR MORALES;4425;4425;4425;0;0;0;42;0;0;0;0;0;0;684;684
ASAMBLEA POPULAR;RÍO NEGRO;REPRESENTANTES;13013;CARLOS MARÍA DI PASCUA ESCOBAR;5440;5440;5440;0;0;0;47;0;0;0;0;0;0;2000;2000
ASAMBLEA POPULAR;RIVERA;REPRESENTANTES;326;DIAZ RIBEIRO, JORGE;15195;6876;15195;0;8319;0;40;0;0;0;0;0;0;12156;3837
ASAMBLEA POPULAR;RIVERA;REPRESENTANTES;960;RICARDO COHEN;11109;11109;11109;0;0;0;76;0;0;0;0;0;0;1053;1053
ASAMBLEA POPULAR;RIVERA;REPRESENTANTES;1969;RITA LORENA CASCO CABALLERO;4192;4192;4192;0;0;0;80;0;0;0;0;0;0;1300;1300
ASAMBLEA POPULAR;RIVERA;REPRESENTANTES;3060;MIGUEL ANGEL FERNANDEZ;7965;7965;7965;0;0;0;150;0;0;0;0;0;0;684;684
ASAMBLEA POPULAR;RIVERA;REPRESENTANTES;13013;DIANA ALICIA YOUNG FUSÉ;8384;8384;8384;0;0;0;95;0;0;0;0;0;0;2000;2000
ASAMBLEA POPULAR;ROCHA;REPRESENTANTES;8;JULIO DE LA LLANA;36650;21990;21990;0;14660;0;175;0;0;0;0;0;0;14660;0
ASAMBLEA POPULAR;ROCHA;REPRESENTANTES;326;RAZETTI MAREXIANO, ENRIQUE ;34868;13524;34868;0;21344;0;333;0;0;0;0;0;0;27894;6550
ASAMBLEA POPULAR;ROCHA;REPRESENTANTES;960;RICARDO COHEN;10470;10470;10470;0;0;0;100;0;0;0;0;0;0;1053;1053
ASAMBLEA POPULAR;ROCHA;REPRESENTANTES;1969;ANÍBAL TERÁN CASTROMÁN                                                              ;10576;10576;10576;0;0;0;101;0;0;0;0;0;0;1300;1300
ASAMBLEA POPULAR;ROCHA;REPRESENTANTES;3060;DANIELA SPINELLI;5445;5445;5445;0;0;0;52;0;0;0;0;0;0;684;684
ASAMBLEA POPULAR;ROCHA;REPRESENTANTES;13013;GERARDO RAÚL CEDRES PEÑA;5816;5816;5816;0;0;0;47;0;0;0;0;0;0;2000;2000
ASAMBLEA POPULAR;SALTO;REPRESENTANTES;326;ROMAN PEDETTI, JUAN ANDRES;32149;32149;32149;0;0;0;35;0;0;0;0;0;0;3764;3764
ASAMBLEA POPULAR;SALTO;REPRESENTANTES;960;RICARDO COHEN;9106;9106;9106;0;0;0;81;0;0;0;0;0;0;1053;1053
ASAMBLEA POPULAR;SALTO;REPRESENTANTES;1969;RITA LORENA CASCO CABALLERO;9745;9745;9745;0;0;0;166;0;0;0;0;0;0;1300;1300
ASAMBLEA POPULAR;SALTO;REPRESENTANTES;3060;HECTOR MORALES;4660;4660;4660;0;0;0;10906;0;0;0;0;0;0;684;684
ASAMBLEA POPULAR;SALTO;REPRESENTANTES;13013;EDUARDO GASTÓN HERNÁNDEZ PÉREZ;3708;3708;3708;0;0;0;1050;0;0;0;0;0;0;2000;2000
ASAMBLEA POPULAR;SAN JOSÉ;REPRESENTANTES;326;DARIO RUBEN CAMILO PERDOMO;33378;12979;33378;0;20399;0;316;0;0;0;0;0;0;26703;6304
ASAMBLEA POPULAR;SAN JOSÉ;REPRESENTANTES;960;RICARDO COHEN;11561;11561;10561;0;0;1000;100;0;0;0;1000;0;0;2053;2053
ASAMBLEA POPULAR;SAN JOSÉ;REPRESENTANTES;1969;MONICA RAQUEL RAMIREZ;6127;6127;6127;0;0;0;58;0;0;0;0;0;0;1300;1300
ASAMBLEA POPULAR;SAN JOSÉ;REPRESENTANTES;3060;MIGUEL ANGEL GULARTE;9506;9506;9506;0;0;0;90;0;0;0;0;0;0;684;684
ASAMBLEA POPULAR;SAN JOSÉ;REPRESENTANTES;13013;ALEJANDRO SESSER FERNÁNDEZ;10321;10321;10321;0;0;0;93;0;0;0;0;0;0;2000;2000
ASAMBLEA POPULAR;SORIANO;REPRESENTANTES;326;RAUL EDGARDO PERDOMO;21328;9559;20328;0;11769;0;75;0;0;0;0;0;0;16342;4573
ASAMBLEA POPULAR;SORIANO;REPRESENTANTES;960;CARLOS BASTOS  ;12463;12463;11463;0;0;1000;60;0;0;0;1000;0;0;2053;2053
ASAMBLEA POPULAR;SORIANO;REPRESENTANTES;1969;RITA LORENA CASCO CABALLERO;7817;7817;7817;0;0;0;126;0;0;0;0;0;0;1200;1200
ASAMBLEA POPULAR;SORIANO;REPRESENTANTES;3060;DANIELA SPINELLI;6252;6252;6252;0;0;0;122;0;0;0;0;0;0;684;684
ASAMBLEA POPULAR;SORIANO;REPRESENTANTES;13013;HORACIO ZEFFERINO DE LA FUENTE;13131;13131;13131;0;0;0;2267;0;0;0;0;0;0;2000;2000
ASAMBLEA POPULAR;TACUAREMBÓ;REPRESENTANTES;326;DEL PINO GODOY, JORGE ;26283;10936;25783;0;15347;0;245;0;0;0;0;0;0;20627;5280
ASAMBLEA POPULAR;TACUAREMBÓ;REPRESENTANTES;960;RICARDO COHEN;9680;9680;9680;0;0;0;92;0;0;0;0;0;0;1053;1053
ASAMBLEA POPULAR;TACUAREMBÓ;REPRESENTANTES;1969;MARÍA DEL LOURDES PILAR CASTELLI RODRIGUEZ;6630;6630;6630;0;0;0;63;0;0;0;0;0;0;1200;1200
ASAMBLEA POPULAR;TACUAREMBÓ;REPRESENTANTES;3060;HECTOR MORALES ;4630;4630;4630;0;0;0;44;0;0;0;0;0;0;684;684
ASAMBLEA POPULAR;TACUAREMBÓ;REPRESENTANTES;13013;SELVA PÉREZ STÁBILE;3894;3894;3894;0;0;0;37;0;0;0;0;0;0;2000;2000
ASAMBLEA POPULAR;TREINTA Y TRES;REPRESENTANTES;326;ROMERO CUADRADO, JOSE;32659;25157;32659;0;7502;0;132;0;0;0;0;0;0;11151;3649
ASAMBLEA POPULAR;TREINTA Y TRES;REPRESENTANTES;960;RICARDO COHEN;4645;4645;4645;0;0;0;44;0;0;0;0;0;0;527;527
ASAMBLEA POPULAR;TREINTA Y TRES;REPRESENTANTES;1969;ANÍBAL TERÁN CASTROMÁN                                                              ;8554;8554;8554;0;0;0;81;0;0;0;0;0;0;1300;1300
ASAMBLEA POPULAR;TREINTA Y TRES;REPRESENTANTES;3060;NESTOR ALPUY;2006;2006;2006;0;0;0;19;0;0;0;0;0;0;684;684
ASAMBLEA POPULAR;TREINTA Y TRES;REPRESENTANTES;13013;SERGIO CASTRO CARDOZO;1236;1236;1236;0;0;0;12;0;0;0;0;0;0;1000;1000
PARTIDO ECOLOGISTA RADICAL INTRANSIGENTE;ARTIGAS;REPRESENTANTES;1330;JOSÉ VELLOZO;11645;11645;7145;4500;0;0;70;0;0;0;0;0;0;0;0
PARTIDO ECOLOGISTA RADICAL INTRANSIGENTE;CANELONES;REPRESENTANTES;1330;ANA LAURA ALARCÓN ;421694;421694;390694;21000;0;10000;3802;0;0;0;0;10000;0;0;0
PARTIDO ECOLOGISTA RADICAL INTRANSIGENTE;COLONIA;REPRESENTANTES;1330;BERNARDO CARDARELLI;60822;60822;45322;10500;0;5000;444;0;0;0;0;5000;0;0;0
PARTIDO ECOLOGISTA RADICAL INTRANSIGENTE;MALDONADO;REPRESENTANTES;1330;RODRIGO TOLEDO;187351;187351;159851;22500;0;5000;1566;0;0;0;0;5000;0;0;0
PARTIDO ECOLOGISTA RADICAL INTRANSIGENTE;MONTEVIDEO;REPRESENTANTES;1330;CÉSAR VEGA;1279060;1279060;1123244;155816;0;0;11004;0;0;0;0;0;0;0;0
PARTIDO ECOLOGISTA RADICAL INTRANSIGENTE;PAYSANDÚ;REPRESENTANTES;1330;RAMIRO CHUCARRO;68171;68171;52671;10500;0;5000;516;0;0;0;0;5000;0;0;0
PARTIDO ECOLOGISTA RADICAL INTRANSIGENTE;SAN JOSÉ;REPRESENTANTES;1330;RAÚL MESA;56599;56599;44199;8400;0;4000;433;0;0;0;0;4000;0;0;0
PARTIDO DE LOS TRABAJADORES;ARTIGAS;REPRESENTANTES;1917;RAFAEL FERNÁNDEZ;2449;2449;2449;0;0;0;24;0;0;0;0;0;0;0;0
PARTIDO DE LOS TRABAJADORES;CANELONES;REPRESENTANTES;1917;ANDREA REVUELTA;48988;48988;48988;0;0;0;480;0;0;0;0;0;0;0;0
PARTIDO DE LOS TRABAJADORES;CERRO LARGO;REPRESENTANTES;1917;RAFAEL FERNÁNDEZ;8063;8063;8063;0;0;0;79;0;0;0;0;0;0;0;0
PARTIDO DE LOS TRABAJADORES;COLONIA;REPRESENTANTES;1917;RAFAEL FERNÁNDEZ;7961;7961;7961;0;0;0;78;0;0;0;0;0;0;0;0
PARTIDO DE LOS TRABAJADORES;DURAZNO;REPRESENTANTES;1917;RAFAEL FERNÁNDEZ;4491;4491;4491;0;0;0;44;0;0;0;0;0;0;0;0
PARTIDO DE LOS TRABAJADORES;FLORES;REPRESENTANTES;1917;RAFAEL FERNÁNDEZ;2245;2245;2245;0;0;0;22;0;0;0;0;0;0;0;0
PARTIDO DE LOS TRABAJADORES;FLORIDA;REPRESENTANTES;1917;ANTONIO BUDAY REGO;9798;9798;9798;0;0;0;96;0;0;0;0;0;0;0;0
PARTIDO DE LOS TRABAJADORES;LAVALLEJA;REPRESENTANTES;1917;RAFAEL FERNÁNDEZ;4899;4899;4899;0;0;0;48;0;0;0;0;0;0;0;0
PARTIDO DE LOS TRABAJADORES;MALDONADO;REPRESENTANTES;1917;RAFAEL FERNÁNDEZ;13778;13778;13778;0;0;0;135;0;0;0;0;0;0;0;0
PARTIDO DE LOS TRABAJADORES;MONTEVIDEO;REPRESENTANTES;1917;RAFAEL FERNÁNDEZ;152679;152679;152679;0;0;0;1496;0;0;0;0;0;0;152679;152679
PARTIDO DE LOS TRABAJADORES;PAYSANDÚ;REPRESENTANTES;1917;RAFAEL FERNÁNDEZ;6940;6940;6940;0;0;0;68;0;0;0;0;0;0;0;0
PARTIDO DE LOS TRABAJADORES;RÍO NEGRO;REPRESENTANTES;1917;RAFAEL FERNÁNDEZ;4899;4899;4899;0;0;0;48;0;0;0;0;0;0;0;0
PARTIDO DE LOS TRABAJADORES;RIVERA;REPRESENTANTES;1917;HENRIQUE RAMOS CASTILLO;15309;15309;15309;0;0;0;150;0;0;0;0;0;0;0;0
PARTIDO DE LOS TRABAJADORES;ROCHA;REPRESENTANTES;1917;RAFAEL FERNÁNDEZ;8879;8879;8879;0;0;0;87;0;0;0;0;0;0;0;0
PARTIDO DE LOS TRABAJADORES;SALTO;REPRESENTANTES;1917;RAFAEL FERNÁNDEZ;8267;8267;8267;0;0;0;81;0;0;0;0;0;0;0;0
PARTIDO DE LOS TRABAJADORES;SAN JOSÉ;REPRESENTANTES;1917;RAFAEL FERNÁNDEZ;6940;6940;6940;0;0;0;68;0;0;0;0;0;0;0;0
PARTIDO DE LOS TRABAJADORES;SORIANO;REPRESENTANTES;1917;MARTIN CASTRO LIMA;12451;12451;12451;0;0;0;122;0;0;0;0;0;0;0;0
PARTIDO DE LOS TRABAJADORES;TACUAREMBÓ;REPRESENTANTES;1917;RAFAEL FERNÁNDEZ;6123;6123;6123;0;0;0;60;0;0;0;0;0;0;0;0
PARTIDO DE LOS TRABAJADORES;TREINTA Y TRES;REPRESENTANTES;1917;RAFAEL FERNÁNDEZ;3266;3266;3266;0;0;0;32;0;0;0;0;0;0;0;0
FRENTE AMPLIO;NA;SENADORES;NA;ALVARO PORTILLO;795618;554618;489018;0;241000;306600;8260;0;0;0;0;120000;186600;41331456;20387707
FRENTE AMPLIO;NA;SENADORES;NA;CONSTANZA MOREIRA- BERAMENDI;5606463;3389982;5372728;60000;2216481;173735;51047;0;22312;0;39274;112149;0;31487;31487
FRENTE AMPLIO;NA;SENADORES;NA;CONSTANZA MOREIRA- CASTRO ;0;0;0;0;0;0;3776;0;0;0;0;0;0;4881216,64;4881216,64
FRENTE AMPLIO;NA;SENADORES;NA;CONSTANZA MOREIRA- GELMAN;184914;184914;184914;0;0;0;23253;0;0;0;0;0;0;31487;31487
FRENTE AMPLIO;NA;SENADORES;NA;DANIEL MARTÍNEZ;309542;309542;0;309542;0;0;136006;0;0;0;0;0;0;29034792;27236140
FRENTE AMPLIO;NA;SENADORES;NA;DANILO ANGEL ASTORI SARAGOSA;23401496;15126825;20490687;817245;8274671;2093564;205248;0;612245;1481319;0;0;0;257294;257294
FRENTE AMPLIO;NA;SENADORES;NA;DARÍO PEREZ;5046749;3875149;2458097;2206324;1171600;273500;60656;0;0;200000;0;73500;0;90831,99;90831,99
FRENTE AMPLIO;NA;SENADORES;NA;DARIO RÁUL ESTADES ;151800;151800;0;81800;0;70000;881;0;0;0;0;70000;0;1027353;786353
FRENTE AMPLIO;NA;SENADORES;NA;EDUARDO BRENTA;10374450;8406361;3143450;0;1968089;7230000;30383;0;2690000;480000;0;1200000;2860000;3517542;2345942
FRENTE AMPLIO;NA;SENADORES;NA;EDUARDO MÉNDEZ CAMARÁN;66490;66490;157080;0;0;0;1754;0;0;0;0;0;0;23175870,84;14901199,84
FRENTE AMPLIO;NA;SENADORES;NA;ELEUTERIO FERNÁNDEZ HUIDOBRO;2408594;2015208;927797;435797;393386;1045000;8970;0;0;0;0;740000;305000;253511,5;253511,5
FRENTE AMPLIO;NA;SENADORES;NA;JOSE MUJICA;29034792;27236140;20283770;1455058;1798652;7295964;355762;0;2725250;0;3681358;0;889356;5428981;3212500
FRENTE AMPLIO;NA;SENADORES;NA;MARCOS CARAMBULA;10990554;7990554;7410885;3579669;3000000;0;71687;0;0;0;0;0;0;10825426;7825426
FRENTE AMPLIO;NA;SENADORES;NA;NORA CASTRO;245198;245198;156738;0;0;88460;2584;0;0;0;0;0;88460;10479659;8511570
FRENTE AMPLIO;NA;SENADORES;NA;OSCAR EDINSON RIOS;294148;214770;149770;0;79378;65000;605;0;0;0;0;0;65000;93490,5;14112,5
FRENTE AMPLIO;NA;SENADORES;NA;RAUL SENDIC;40084164;19140415;19584667;19252596;20943749;1246901;158004;0;48200;851000;35250;312451;0;2408594;2015208
PARTIDO NACIONAL;NA;SENADORES;NA;ALEM GARCIA;267898;267898;67898;0;0;200000;572;0;70000;0;0;130000;0;127152;127152
PARTIDO NACIONAL;NA;SENADORES;NA;ALFREDO OLIÚ;46000;46000;46000;0;0;0;1937;0;0;0;0;0;0;0;0
PARTIDO NACIONAL;NA;SENADORES;NA;ALVARO GERMANO;710200;710200;10200;0;0;700000;3744;0;0;0;0;700000;0;264713;264713
PARTIDO NACIONAL;NA;SENADORES;NA;JORGE LARRAÑAGA;56779486;56779486;30776077;20741609;0;5261800;298888;0;0;0;0;0;5261800;771460;771460
PARTIDO NACIONAL;NA;SENADORES;NA;LUIS LACALLE POU;38260827;3494827;38250827;10000;34766000;0;371380;0;0;0;0;0;0;55621818;55621818
PARTIDO NACIONAL;NA;SENADORES;NA;SERGIO ABREU ;5404606;5404606;3804606;0;0;1600000;49367;0;0;0;0;1600000;0;34767166,7;1166,7
PARTIDO COLORADO;NA;SENADORES;NA;JOSÉ AMORIN;13448252;9601520;10743936;0;3846732;2704316;111026;0;1564316;490000;0;650000;0;0;0
PARTIDO COLORADO;NA;SENADORES;NA;LUIS ZUÑIGA BARBAGELATA;53498;53498;53498;0;0;0;649;0;0;0;0;0;0;6129275;6129275
PARTIDO COLORADO;NA;SENADORES;NA;PEDRO BORDABERRY;36035024;36035024;27097542;6872811;0;2064671;190896;0;2064671;0;0;0;0;24787602;24787602
PARTIDO INDEPENDIENTE;NA;SENADORES;NA;PABLO MIERES;7243584;0;7243584;0;7243584;0;69622;0;0;0;0;0;0;12463671;8616939
PARTIDO INDEPENDIENTE;NA;SENADORES;NA;WILFREDO AMARO;260343;260343;236000;0;0;24343;2361;0;24343;0;0;0;0;0;0
ASAMBLEA POPULAR;NA;SENADORES;NA;ANIBAL TERAN CASTROMAN;327765;293207;327765;0;34558;0;3768;0;0;0;0;0;0;48971;48971
ASAMBLEA POPULAR;NA;SENADORES;NA;CARLOS SOSA;485827;485827;453827;0;0;32000;4297;0;0;0;10000;10000;12000;7243584;0
ASAMBLEA POPULAR;NA;SENADORES;NA;DELIA VILLALBA;152487;152487;142099;0;0;0;2692;0;0;0;0;0;0;34557,86;0
ASAMBLEA POPULAR;NA;SENADORES;NA;EDUARDO RUBIO;1298222;0;1298222;0;1298222;0;12305;0;0;0;0;0;0;11840;11840
ASAMBLEA POPULAR;NA;SENADORES;NA;FERNANDO PEÑA ALONSO;18084;18084;9042;9042;0;0;107;0;0;0;0;0;0;33709;33709
ASAMBLEA POPULAR;NA;SENADORES;NA;HORACIO ZEFFERINO DE LA FUENTE;227378;227378;227378;0;0;0;2159;0;0;0;0;0;0;3799,08;3799,08
ASAMBLEA POPULAR;NA;SENADORES;NA;RAÚL PACIELLO ;36650;36650;36650;0;0;0;175;0;0;0;0;0;0;46786,97;7598,16
ASAMBLEA POPULAR;NA;SENADORES;NA;ROBERTO BERVEJILLO;78377,81;39189;39189;39188,81;39188,81;0;463;0;0;0;0;0;0;1298222;0
PARTIDO ECOLOGISTA RADICAL INTRANSIGENTE;NA;SENADORES;NA;DIEGO FERNÁNDEZ;1850525;1850525;1850525;0;0;0;17835;0;0;0;0;0;0;62252;62252
PARTIDO DE LOS TRABAJADORES;NA;SENADORES;NA;RAFAEL FERNÁNDEZ;328423;0;328423;0;328423;0;3218;0;0;0;0;0;0;3000;3000
FRENTE AMPLIO;NA;PRESIDENCIA;NA;TABARÉ VÁZQUEZ;239604836,3;103596482,3;57876405,74;84202940,26;136008354;2030773;1134187;0;804141;364920;9898;197600;654214;0;0
PARTIDO NACIONAL;NA;PRESIDENCIA;NA;LUIS LACALLE POU;70071875;54909105;37383875;27000000;15162770;5688000;732601;0;490000;3768000;1150000;280000;0;328423;0
PARTIDO COLORADO;NA;PRESIDENCIA;NA;PEDRO BORDABERRY;28765398;28765398;12862296;2261754;0;13641348;305699;0;4395258;7938700;0;1307390;0;239686417,7;103678063,7
PARTIDO INDEPENDIENTE;NA;PRESIDENCIA;NA;PABLO MIERES;21115135;21115135;1376233;16865794;0;2873108;73379;0;1174730;1558303;9200;68940;61935;69987119,09;54824349,09
ASAMBLEA POPULAR;NA;PRESIDENCIA;NA;GONZALO ABELLA;2848697;2848697;1371097;1327600;0;0;26869;0;0;0;0;0;0;28217540;28217540
PARTIDO ECOLOGISTA RADICAL INTRANSIGENTE;NA;PRESIDENCIA;NA;CÉSAR VEGA;1164347;1019697;969047;0;144650;195300;17835;0;40000;0;24500;55000;75800;16836916;16836916
PARTIDO DE LOS TRABAJADORES;NA;PRESIDENCIA;NA;RAFAEL FERNANDEZ;745313;659313;164211;481102;86000;100000;3218;0;0;0;0;100000;0;1008667;1008667
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
